X In-Phase_x,X In-Phase_y,X Quadrature_x,X Quadrature_y,Y In-Phase_x,Y In-Phase_y,Y Quadrature_x,Y Quadrature_y,Z In-Phase_x,Z In-Phase_y,Z Quadrature_x,Z Quadrature_y
57.4361209869,1.200721771,57.4361209869,-0.0001854365,57.4361209869,2.4525624202,57.4361209869,-0.0004710864,57.4361209869,-1.3255193514,57.4361209869,-0.0002263479
57.6312470436,1.2007127992,57.6312470436,-0.0001439525,57.6312470436,2.4526560249,57.6312470436,-0.0003625114,57.6312470436,-1.3255118382,57.6312470436,-0.0001730679
57.8239579201,1.2007224707,57.8239579201,-0.0001624035,57.8239579201,2.4526513577,57.8239579201,-0.0003535626,57.8239579201,-1.3255313003,57.8239579201,-0.0001286288
58.0180339813,1.2007064622,58.0180339813,-0.0002021279,58.0180339813,2.4526102038,58.0180339813,-0.0004436648,58.0180339813,-1.3255259407,58.0180339813,-0.0001918645
58.2091031075,1.2006808535,58.2091031075,-0.0000544075,58.2091031075,2.4527363633,58.2091031075,-0.0001110213,58.2091031075,-1.3254573164,58.2091031075,-0.0000571325
58.3951060772,1.2006874419,58.3951060772,-0.0001991732,58.3951060772,2.4525039916,58.3951060772,-0.0005348940,58.3951060772,-1.3255350739,58.3951060772,-0.0002531806
58.5915799141,1.2006840126,58.5915799141,-0.0002544052,58.5915799141,2.4526834629,58.5915799141,-0.0004512535,58.5915799141,-1.3254487628,58.5915799141,-0.000169184
58.7781839371,1.2006735279,58.7781839371,-0.0002165802,58.7781839371,2.4526601741,58.7781839371,-0.0005235341,58.7781839371,-1.3254880203,58.7781839371,-0.0002302698
58.9712169170,1.2006557381,58.9712169170,-0.0003157846,58.9712169170,2.4525264087,58.9712169170,-0.0006711141,58.9712169170,-1.3255204264,58.9712169170,-0.0003614725
59.1842329502,1.1801866672,59.1842329502,0.1068694521,59.1842329502,2.4273284247,59.1842329502,0.2233409050,59.1842329502,-1.3003491603,59.1842329502,0.1059560995
59.3743860722,1.1802303292,59.3743860722,0.1068299754,59.3743860722,2.4277362338,59.3743860722,0.2232204243,59.3743860722,-1.3003601496,59.3743860722,0.1059220908
59.5646619797,1.1802561687,59.5646619797,0.1069962584,59.5646619797,2.429334054,59.5646619797,0.2236455139,59.5646619797,-1.3003316634,59.5646619797,0.1062835438
59.759002924,1.1802837031,59.759002924,0.1069936743,59.759002924,2.4275682704,59.759002924,0.2234755798,59.759002924,-1.3004685537,59.759002924,0.1060591212
59.9456069469,1.1801469036,59.9456069469,0.1071249304,59.9456069469,2.4293300772,59.9456069469,0.2238817046,59.9456069469,-1.3002177421,59.9456069469,0.1063431194
60.1394710541,1.1801235197,60.1394710541,0.1069692353,60.1394710541,2.427970004,60.1394710541,0.2234086556,60.1394710541,-1.3002815846,60.1394710541,0.1060077333
60.3323159218,1.1801002166,60.3323159218,0.1069857493,60.3323159218,2.4292960935,60.3323159218,0.2235375406,60.3323159218,-1.3001865622,60.3323159218,0.1060662042
60.5258231163,1.1801490402,60.5258231163,0.106935847,60.5258231163,2.4286602529,60.5258231163,0.2235332869,60.5258231163,-1.3002466872,60.5258231163,0.1061306828
60.7179501057,1.1802106693,60.7179501057,0.1071376587,60.7179501057,2.4277653365,60.7179501057,0.2237446996,60.7179501057,-1.3003852972,60.7179501057,0.1061969147
60.9022040367,1.1801515204,60.9022040367,0.1072800477,60.9022040367,2.4295180467,60.9022040367,0.2241534856,60.9022040367,-1.3002166265,60.9022040367,0.1064876002
61.0975470543,1.1802249904,61.0975470543,0.1072404049,61.0975470543,2.4274635298,61.0975470543,0.2239014311,61.0975470543,-1.3004098535,61.0975470543,0.1062885384
61.2893509865,1.1802262144,61.2893509865,0.1072534475,61.2893509865,2.4293224836,61.2893509865,0.2241080163,61.2893509865,-1.3003159397,61.2893509865,0.1064673253
61.4817321301,1.1802194384,61.4817321301,0.1071532095,61.4817321301,2.4276445633,61.4817321301,0.2237745732,61.4817321301,-1.3004148751,61.4817321301,0.1062793215
61.6723620892,1.1802105098,61.6723620892,0.1070829971,61.6723620892,2.4290527302,61.6723620892,0.2237934768,61.6723620892,-1.3003603349,61.6723620892,0.1062511697
61.8665161133,1.180152388,61.8665161133,0.1071709054,61.8665161133,2.4294290474,61.8665161133,0.2239736550,61.8665161133,-1.3002295291,61.8665161133,0.1064259472
62.0558431149,1.1851121960,62.0558431149,-0.0002209586,62.0558431149,2.4377650717,62.0558431149,-0.0003995023,62.0558431149,-1.304765814,62.0558431149,-0.0003641691
62.2440891266,1.1851120633,62.2440891266,0.0000517882,62.2440891266,2.4400064995,62.2440891266,0.0001003601,62.2440891266,-1.3046410741,62.2440891266,0.0000549667
62.4402859211,1.1851672517,62.4402859211,0.0000794121,62.4402859211,2.4385373417,62.4402859211,0.0000914823,62.4402859211,-1.3047526786,62.4402859211,-0.0000806749
62.6295049191,1.1851356112,62.6295049191,0.0000844168,62.6295049191,2.4383343373,62.6295049191,0.0001073517,62.6295049191,-1.3047763561,62.6295049191,-0.0001420682
62.8232121468,1.1850577903,62.8232121468,-0.0001267289,62.8232121468,2.4383697810,62.8232121468,-0.0003054342,62.8232121468,-1.3046749199,62.8232121468,-0.0002814330
63.0148389339,1.1851593168,63.0148389339,-0.0002652687,63.0148389339,2.437842598,63.0148389339,-0.0004447527,63.0148389339,-1.3047847042,63.0148389339,-0.0004173515
63.2052841187,1.1851438169,63.2052841187,0.0000124130,63.2052841187,2.4399867700,63.2052841187,0.0001240453,63.2052841187,-1.3047296653,63.2052841187,0.0001318528
63.3994750977,1.1851709965,63.3994750977,-0.0002375364,63.3994750977,2.4380682566,63.3994750977,-0.0003114138,63.3994750977,-1.3048200138,63.3994750977,-0.0002331993
63.5900840759,1.1850845432,63.5900840759,-0.0002454198,63.5900840759,2.4394318232,63.5900840759,-0.0003164929,63.5900840759,-1.3046659324,63.5900840759,-0.0002205058
63.7810781002,1.1851794165,63.7810781002,-0.0002352551,63.7810781002,2.4386409066,63.7810781002,-0.0004611000,63.7810781002,-1.3047947706,63.7810781002,-0.0003384414
63.9672570229,1.1850952276,63.9672570229,-0.0001339977,63.9672570229,2.4391529063,63.9672570229,-0.0002209936,63.9672570229,-1.3046616381,63.9672570229,-0.0002351262
64.1662750244,1.1851671026,64.1662750244,-0.0001376126,64.1662750244,2.4392803552,64.1662750244,-0.0003530003,64.1662750244,-1.3047437632,64.1662750244,-0.0002436794
64.350217104,1.1850172841,64.350217104,-0.0004952509,64.350217104,2.4376232219,64.350217104,-0.0009745587,64.350217104,-1.3046710743,64.350217104,-0.000774692
64.5477600098,1.1850772966,64.5477600098,-0.0002716088,64.5477600098,2.4396336804,64.5477600098,-0.0006354724,64.5477600098,-1.3046443582,64.5477600098,-0.0004723124
64.7362720966,1.1850496723,64.7362720966,-0.0003197646,64.7362720966,2.4380760419,64.7362720966,-0.0007108402,64.7362720966,-1.3046829010,64.7362720966,-0.0005708326
64.9293270111,1.1850607960,64.9293270111,-0.0002759385,64.9293270111,2.4390417699,64.9293270111,-0.0005561861,64.9293270111,-1.3046345984,64.9293270111,-0.0004210003
65.1234390736,1.1851551768,65.1234390736,-0.0001984639,65.1234390736,2.4395655977,65.1234390736,-0.0003637355,65.1234390736,-1.3047423534,65.1234390736,-0.0001799234
65.3168179989,1.1851985678,65.3168179989,-0.0000863227,65.3168179989,2.4385918881,65.3168179989,-0.0003267803,65.3168179989,-1.3048299037,65.3168179989,-0.0003967888
65.5077130795,1.1852096622,65.5077130795,0.0000114017,65.5077130795,2.4399871653,65.5077130795,0.0000326430,65.5077130795,-1.3047612336,65.5077130795,0.0000271504
65.6932580471,1.1852067746,65.6932580471,-0.0000851862,65.6932580471,2.4381222195,65.6932580471,-0.0002302366,65.6932580471,-1.3048207221,65.6932580471,-0.0002856087
65.8894331455,1.1852020131,65.8894331455,0.0000371078,65.8894331455,2.4392151048,65.8894331455,0.0000605144,65.8894331455,-1.3047748405,65.8894331455,-0.0000378232
66.0803210735,1.1852062502,66.0803210735,-0.0002136025,66.0803210735,2.4382445325,66.0803210735,-0.0004086912,66.0803210735,-1.3048155183,66.0803210735,-0.0002918009
66.2733280659,1.1852005862,66.2733280659,-0.0002471931,66.2733280659,2.4380485710,66.2733280659,-0.0004606037,66.2733280659,-1.3048318196,66.2733280659,-0.0004387718
66.4621510506,1.1851318571,66.4621510506,-0.0001535529,66.4621510506,2.4390838412,66.4621510506,-0.0003526197,66.4621510506,-1.3047009516,66.4621510506,-0.0002144345
66.6571669579,1.1851058914,66.6571669579,-0.0005680159,66.6571669579,2.4377472314,66.6571669579,-0.0011503765,66.6571669579,-1.3047280084,66.6571669579,-0.0008539335
66.8464109898,1.1850243032,66.8464109898,-0.0003399133,66.8464109898,2.4396731847,66.8464109898,-0.0007362238,66.8464109898,-1.3045524580,66.8464109898,-0.0004827517
67.0428631306,1.1850846444,67.0428631306,-0.0003736566,67.0428631306,2.4376808371,67.0428631306,-0.0007917917,67.0428631306,-1.3047257809,67.0428631306,-0.0006133825
67.2350139618,1.185192588,67.2350139618,-0.0004061979,67.2350139618,2.4381603711,67.2350139618,-0.0008496227,67.2350139618,-1.3048410643,67.2350139618,-0.0006317909
67.4263861179,1.1851682942,67.4263861179,-0.0001025968,67.4263861179,2.4397086579,67.4263861179,-0.0002971355,67.4263861179,-1.3047255463,67.4263861179,-0.0001814555
67.6097910404,1.18518734,67.6097910404,-0.0003548808,67.6097910404,2.4378028948,67.6097910404,-0.0007540394,67.6097910404,-1.3048674165,67.6097910404,-0.0006434262
67.8088970184,1.1851077548,67.8088970184,-0.0002304955,67.8088970184,2.4395075570,67.8088970184,-0.0006620599,67.8088970184,-1.3047087480,67.8088970184,-0.0004603772
68.0008320808,1.1850129248,68.0008320808,-0.0005281961,68.0008320808,2.4378244734,68.0008320808,-0.0010852692,68.0008320808,-1.3046764786,68.0008320808,-0.0007330854
68.1936349869,1.1849792129,68.1936349869,-0.0004961552,68.1936349869,2.4382702566,68.1936349869,-0.0009942415,68.1936349869,-1.3045943674,68.1936349869,-0.0006713613
68.3810770512,1.1850046718,68.3810770512,-0.0003578733,68.3810770512,2.4386837821,68.3810770512,-0.0008017894,68.3810770512,-1.3045877127,68.3810770512,-0.0005027170
68.5718951225,1.1850940067,68.5718951225,-0.0003520072,68.5718951225,2.4378073104,68.5718951225,-0.0007940337,68.5718951225,-1.3047379386,68.5718951225,-0.0006131164
68.7620000839,1.1849970485,68.7620000839,-0.0002350462,68.7620000839,2.4393748246,68.7620000839,-0.000589519,68.7620000839,-1.3045602883,68.7620000839,-0.0004099549
68.9571139812,1.1849824729,68.9571139812,-0.0003673601,68.9571139812,2.4373632902,68.9571139812,-0.0007181697,68.9571139812,-1.3046518829,68.9571139812,-0.0006479011
69.1440460682,1.1849997275,69.1440460682,-0.0002174822,69.1440460682,2.4394780193,69.1440460682,-0.0005389236,69.1440460682,-1.3045798584,69.1440460682,-0.0003684286
69.3439490795,1.1850411428,69.3439490795,-0.0004386948,69.3439490795,2.438473851,69.3439490795,-0.0010131902,69.3439490795,-1.3046768577,69.3439490795,-0.0006914983
69.5333199501,1.1851197132,69.5333199501,-0.0004779061,69.5333199501,2.4374644235,69.5333199501,-0.0010902984,69.5333199501,-1.3048079857,69.5333199501,-0.0008783636
69.7167479992,1.1851071284,69.7167479992,-0.0002004712,69.7167479992,2.4392121639,69.7167479992,-0.0006440227,69.7167479992,-1.3046830090,69.7167479992,-0.0004503247
69.9131829739,1.1850763125,69.9131829739,-0.0005376331,69.9131829739,2.4374096782,69.9131829739,-0.0010728820,69.9131829739,-1.304721116,69.9131829739,-0.0008202497
70.1067929268,1.1849440691,70.1067929268,-0.000300096,70.1067929268,2.439126532,70.1067929268,-0.0007279653,70.1067929268,-1.3044833712,70.1067929268,-0.0004705394
70.2995700836,1.1850031793,70.2995700836,-0.0003658866,70.2995700836,2.4371658620,70.2995700836,-0.0008282113,70.2995700836,-1.3046537005,70.2995700836,-0.0006818911
70.4901781082,1.1850256343,70.4901781082,-0.0002723508,70.4901781082,2.4382204381,70.4901781082,-0.0007032083,70.4901781082,-1.3046476438,70.4901781082,-0.0005851342
70.6821639538,1.1850578740,70.6821639538,-0.0001072009,70.6821639538,2.4391083637,70.6821639538,-0.0004679654,70.6821639538,-1.3046370683,70.6821639538,-0.0003313269
70.8689551353,1.1851233996,70.8689551353,-0.0003468214,70.8689551353,2.4376133137,70.8689551353,-0.0007668612,70.8689551353,-1.3047794542,70.8689551353,-0.0006430239
71.0669310093,1.1849941165,71.0669310093,-0.0003541307,71.0669310093,2.4389366641,71.0669310093,-0.0008142667,71.0669310093,-1.3045742697,71.0669310093,-0.0004933084
71.251732111,1.1850991001,71.251732111,-0.0005122658,71.251732111,2.4373501577,71.251732111,-0.0010219250,71.251732111,-1.3047421870,71.251732111,-0.0006826793
71.4495260715,1.1850526454,71.4495260715,-0.0001607122,71.4495260715,2.4394398227,71.4495260715,-0.0005478384,71.4495260715,-1.3046485976,71.4495260715,-0.0003997824
71.6435909271,1.18509511,71.6435909271,-0.0004955324,71.6435909271,2.4376268894,71.6435909271,-0.0011241177,71.6435909271,-1.3047540549,71.6435909271,-0.0008519273
71.8270721436,1.1850915391,71.8270721436,-0.0004113628,71.8270721436,2.4375631767,71.8270721436,-0.0008573778,71.8270721436,-1.3047683238,71.8270721436,-0.0006647366
72.0243599415,1.1850381364,72.0243599415,-0.0002592813,72.0243599415,2.4393220243,72.0243599415,-0.0006003512,72.0243599415,-1.3046087517,72.0243599415,-0.0003961588
72.2173509598,1.1851277328,72.2173509598,-0.0002774492,72.2173509598,2.4373834911,72.2173509598,-0.0006429111,72.2173509598,-1.3048061237,72.2173509598,-0.0005140997
72.4046940804,1.1850630043,72.4046940804,-0.0000462683,72.4046940804,2.4393003545,72.4046940804,-0.0001899349,72.4046940804,-1.3046349453,72.4046940804,-0.0001483985
72.5985240936,1.1850736695,72.5985240936,-0.0003038021,72.5985240936,2.4374469948,72.5985240936,-0.0006732902,72.5985240936,-1.3047323573,72.5985240936,-0.0005084654
72.7918500900,1.1849850232,72.7918500900,-0.0001247245,72.7918500900,2.4392137253,72.7918500900,-0.0003893243,72.7918500900,-1.3045640700,72.7918500900,-0.0002407476
72.9820389748,1.1850156292,72.9820389748,-0.0000430709,72.9820389748,2.4389738625,72.9820389748,-0.0002850761,72.9820389748,-1.3045927097,72.9820389748,-0.0002202826
73.1700599194,1.1849615305,73.1700599194,-0.0003510227,73.1700599194,2.4373574527,73.1700599194,-0.0008356448,73.1700599194,-1.3046105801,73.1700599194,-0.0006818384
73.3837640285,0.9067369489,73.3837640285,0.1312541339,73.3837640285,1.8253091729,73.3837640285,0.4074485204,73.3837640285,-0.9287275247,73.3837640285,0.2251467788
73.5705730915,0.9068171592,73.5705730915,0.1306863477,73.5705730915,1.8259785355,73.5705730915,0.4058621923,73.5705730915,-0.9288852521,73.5705730915,0.2245523887
73.7628459930,0.9066016559,73.7628459930,0.1312479440,73.7628459930,1.8260596739,73.7628459930,0.4063763546,73.7628459930,-0.928483594,73.7628459930,0.2251900363
73.9565370083,0.9067106491,73.9565370083,0.1304944628,73.9565370083,1.8254617133,73.9565370083,0.4055803215,73.9565370083,-0.9287928284,73.9565370083,0.224288875
74.1451261044,0.9065674987,74.1451261044,0.1312489757,74.1451261044,1.8259691665,74.1451261044,0.4064250071,74.1451261044,-0.9283991353,74.1451261044,0.2253443327
74.3409469128,0.9064946494,74.3409469128,0.1304603679,74.3409469128,1.8254323964,74.3409469128,0.4049585761,74.3409469128,-0.9284360229,74.3409469128,0.2241504295
74.5363581181,0.9068045874,74.5363581181,0.1301832206,74.5363581181,1.8259718644,74.5363581181,0.4047370333,74.5363581181,-0.9288098587,74.5363581181,0.2241016027
74.7249510288,0.9064021014,74.7249510288,0.1298871512,74.7249510288,1.8256008032,74.7249510288,0.4037728426,74.7249510288,-0.9282229549,74.7249510288,0.2239136340
74.9080350399,0.9065904518,74.9080350399,0.1299826578,74.9080350399,1.8250439099,74.9080350399,0.4046687656,74.9080350399,-0.9286375865,74.9080350399,0.2237331081
75.1058139801,0.9065319771,75.1058139801,0.1308102344,75.1058139801,1.8258503965,75.1058139801,0.4053870754,75.1058139801,-0.9283894517,75.1058139801,0.2246990594
75.2981240749,0.9069093559,75.2981240749,0.130928573,75.2981240749,1.8257991021,75.2981240749,0.4063307213,75.2981240749,-0.9290130007,75.2981240749,0.2245463052
75.492164135,0.9065481293,75.492164135,0.1298889728,75.492164135,1.8258610686,75.492164135,0.4036468545,75.492164135,-0.9284721127,75.492164135,0.2236609168
75.6820340157,0.9066455408,75.6820340157,0.1299445626,75.6820340157,1.8262883466,75.6820340157,0.4036101092,75.6820340157,-0.9285978903,75.6820340157,0.2237547258
75.8736469746,0.9064905244,75.8736469746,0.1296559989,75.8736469746,1.8253221026,75.8736469746,0.4034742352,75.8736469746,-0.9285385411,75.8736469746,0.2232890606
76.0676689148,0.9067158846,76.0676689148,0.1303794834,76.0676689148,1.8264033430,76.0676689148,0.4044278697,76.0676689148,-0.9287551217,76.0676689148,0.2240617113
76.2570390701,0.9161213672,76.2570390701,-0.0002873591,76.2570390701,1.8702272542,76.2570390701,0.0001162076,76.2570390701,-0.9555822136,76.2570390701,-0.0005180044
76.4480609894,0.9162454066,76.4480609894,0.0008697171,76.4480609894,1.8712635742,76.4480609894,0.0017921182,76.4480609894,-0.9557022135,76.4480609894,0.0010621902
76.6430330276,0.916153572,76.6430330276,0.0002934515,76.6430330276,1.8702407482,76.6430330276,0.0016006886,76.6430330276,-0.955663993,76.6430330276,0.0001965799
76.8320510387,0.9158911286,76.8320510387,-0.0004822446,76.8320510387,1.8697836687,76.8320510387,-0.0002606889,76.8320510387,-0.9553649747,76.8320510387,-0.0007523966
77.0255920887,0.9160329356,77.0255920887,0.0003918449,77.0255920887,1.8706184168,77.0255920887,0.0007154118,77.0255920887,-0.9555113503,77.0255920887,0.0001632313
77.2169330120,0.9161731303,77.2169330120,0.0000184645,77.2169330120,1.8704379443,77.2169330120,0.0006489747,77.2169330120,-0.9557470244,77.2169330120,-0.0002486126
77.4095780849,0.9163126878,77.4095780849,0.0005487289,77.4095780849,1.8711580041,77.4095780849,0.0012778666,77.4095780849,-0.9558318729,77.4095780849,0.0003834748
77.5990281105,0.9162936267,77.5990281105,0.0001054767,77.5990281105,1.8707975858,77.5990281105,0.0006361413,77.5990281105,-0.9558456733,77.5990281105,-0.0001941741
77.7931909561,0.9161173323,77.7931909561,0.0002817646,77.7931909561,1.8708815662,77.7931909561,0.0004280728,77.7931909561,-0.9555904164,77.7931909561,0.0001554154
77.9820079803,0.9160452859,77.9820079803,-0.0000122621,77.9820079803,1.8707089579,77.9820079803,-0.0000571123,77.9820079803,-0.9554833097,77.9820079803,-0.0000618377
78.1751489639,0.9161360053,78.1751489639,-0.0008533159,78.1751489639,1.8702924606,78.1751489639,-0.0008896486,78.1751489639,-0.9556493596,78.1751489639,-0.0009427047
78.3659019470,0.9165340152,78.3659019470,-0.0001727768,78.3659019470,1.8718900378,78.3659019470,-0.0004622763,78.3659019470,-0.9560957819,78.3659019470,-0.0002501466
78.5560309887,0.9166017261,78.5560309887,-0.0006411521,78.5560309887,1.8713231306,78.5560309887,-0.0005696255,78.5560309887,-0.9562410758,78.5560309887,-0.0009286358
78.7454750538,0.916634755,78.7454750538,0.0000626437,78.7454750538,1.8716954643,78.7454750538,0.0005130495,78.7454750538,-0.956291849,78.7454750538,-0.0002307883
78.9404621124,0.9168154588,78.9404621124,0.0002030124,78.9404621124,1.8718996901,78.9404621124,0.0008728383,78.9404621124,-0.9565637469,78.9404621124,-0.0002428984
79.1332471371,0.9168648346,79.1332471371,0.0004039023,79.1332471371,1.8724199965,79.1332471371,0.0008975894,79.1332471371,-0.9566119999,79.1332471371,0.0000657143
79.3201141357,0.9166319287,79.3201141357,0.0000325554,79.3201141357,1.8721379079,79.3201141357,-0.000195023,79.3201141357,-0.9562587912,79.3201141357,-0.0001993949
79.5166189671,0.9168423946,79.5166189671,0.0007265904,79.5166189671,1.8719736955,79.5166189671,0.0018960722,79.5166189671,-0.9566503194,79.5166189671,0.0001449291
79.7078011036,0.9166992108,79.7078011036,0.0005255442,79.7078011036,1.8722734098,79.7078011036,0.000953214,79.7078011036,-0.9564045025,79.7078011036,0.0002916355
79.9115891457,0.9169222383,79.9115891457,0.0007499258,79.9115891457,1.8729642375,79.9115891457,0.0010595047,79.9115891457,-0.9566924023,79.9115891457,0.0005053525
80.1060860157,0.9167039724,80.1060860157,0.0004144975,80.1060860157,1.8723956744,80.1060860157,0.0005238914,80.1060860157,-0.9564142501,80.1060860157,0.0001761332
80.2990880013,0.9169673442,80.2990880013,0.0005194540,80.2990880013,1.8723326569,80.2990880013,0.0013511137,80.2990880013,-0.9568790124,80.2990880013,-0.000117094
80.4860329628,0.916892914,80.4860329628,0.0004042164,80.4860329628,1.8720747757,80.4860329628,0.0014105721,80.4860329628,-0.9567292639,80.4860329628,-0.0000533979
80.6822040081,0.9167987583,80.6822040081,0.0004256956,80.6822040081,1.8726445497,80.6822040081,0.0004861062,80.6822040081,-0.9565213583,80.6822040081,0.0002494323
80.8891730309,0.9164541005,80.8891730309,-0.0003866720,80.8891730309,1.8714688125,80.8891730309,-0.0006946626,80.8891730309,-0.9561130402,80.8891730309,-0.0007198965
81.0844221115,0.9166421784,81.0844221115,-0.0002445005,81.0844221115,1.8717135727,81.0844221115,-0.0000957575,81.0844221115,-0.9564168712,81.0844221115,-0.0006249856
81.2886841297,0.9166939602,81.2886841297,0.0001357058,81.2886841297,1.8723960044,81.2886841297,-0.0002034904,81.2886841297,-0.9563474736,81.2886841297,-0.0001555565
81.4750850201,0.9167467692,81.4750850201,-0.0002243317,81.4750850201,1.8718326930,81.4750850201,-0.0001020326,81.4750850201,-0.9565251642,81.4750850201,-0.0008118846
81.6722700596,0.9167393824,81.6722700596,-0.000582399,81.6722700596,1.8718564649,81.6722700596,-0.0010080616,81.6722700596,-0.9564402468,81.6722700596,-0.0011664993
81.878674984,0.9167798221,81.878674984,-0.0005773621,81.878674984,1.8717354386,81.878674984,-0.0007471246,81.878674984,-0.9565523701,81.878674984,-0.0012637335
82.0732049942,0.9168820485,82.0732049942,-0.0004100723,82.0732049942,1.8724803838,82.0732049942,-0.0011497586,82.0732049942,-0.9565921971,82.0732049942,-0.0010047522
82.2804160118,0.9168623115,82.2804160118,0.0001490067,82.2804160118,1.8719318995,82.2804160118,0.0008966310,82.2804160118,-0.9565998176,82.2804160118,-0.0002768608
82.4842469692,0.9167667249,82.4842469692,0.000125477,82.4842469692,1.8722818302,82.4842469692,-0.0000035892,82.4842469692,-0.9563219503,82.4842469692,-0.0001515136
82.6802279949,0.9168160669,82.6802279949,-0.0001224158,82.6802279949,1.8717317173,82.6802279949,0.0003719996,82.6802279949,-0.9564960050,82.6802279949,-0.0005782932
82.8809931278,0.9166175895,82.8809931278,-0.0007593451,82.8809931278,1.8717526881,82.8809931278,-0.0013330313,82.8809931278,-0.9561323775,82.8809931278,-0.0008227336
83.0733890533,0.9168492703,83.0733890533,0.0001549663,83.0733890533,1.8717753893,83.0733890533,0.0011006099,83.0733890533,-0.9565231736,83.0733890533,-0.0000614534
83.2716550827,0.9169408894,83.2716550827,0.0001767676,83.2716550827,1.8726665467,83.2716550827,0.0003816978,83.2716550827,-0.9565049175,83.2716550827,0.0002333832
83.4756181240,0.9169707268,83.4756181240,0.0000018862,83.4756181240,1.8722763388,83.4756181240,0.0004791754,83.4756181240,-0.9566412857,83.4756181240,-0.0002212007
83.6845929623,0.9168428584,83.6845929623,-0.0000334431,83.6845929623,1.8723736581,83.6845929623,0.0000625724,83.6845929623,-0.9563937712,83.6845929623,0.0000207278
83.8784680367,0.9168814147,83.8784680367,-0.0007264724,83.8784680367,1.8717669325,83.8784680367,-0.0002229658,83.8784680367,-0.9565222239,83.8784680367,-0.0005506115
84.0687260628,0.9168177763,84.0687260628,-0.0006784552,84.0687260628,1.8720680887,84.0687260628,-0.0008244058,84.0687260628,-0.9563837965,84.0687260628,-0.0005422182
84.2589890957,0.9168882574,84.2589890957,-0.0003845125,84.2589890957,1.8723127789,84.2589890957,-0.0003054286,84.2589890957,-0.9564448599,84.2589890957,-0.0001738178
84.4500710964,0.9171917248,84.4500710964,-0.0000045111,84.4500710964,1.8725762155,84.4500710964,0.0010500583,84.4500710964,-0.9568205945,84.4500710964,0.0001823976
84.6470680237,0.9171527275,84.6470680237,0.0001614883,84.6470680237,1.8732013594,84.6470680237,0.0005467492,84.6470680237,-0.9567109597,84.6470680237,0.0005556835
84.8431050777,0.9165991384,84.8431050777,-0.0009261503,84.8431050777,1.8718407762,84.8431050777,-0.0016545684,84.8431050777,-0.9559958258,84.8431050777,-0.0006109521
85.0410139561,0.9169980144,85.0410139561,0.0001331110,85.0410139561,1.8724048495,85.0410139561,0.0007594705,85.0410139561,-0.9565569733,85.0410139561,0.0002166178
85.2355470657,0.9169205866,85.2355470657,-0.0002928068,85.2355470657,1.8717707211,85.2355470657,0.000529283,85.2355470657,-0.9564815102,85.2355470657,-0.0002343479
85.4243190289,0.9169554652,85.4243190289,-0.0004011565,85.4243190289,1.8722575673,85.4243190289,-0.0000917479,85.4243190289,-0.9564996247,85.4243190289,-0.000062385
85.6181020737,0.9171094044,85.6181020737,-0.0004684234,85.6181020737,1.8722445714,85.6181020737,0.0002251526,85.6181020737,-0.9567083745,85.6181020737,-0.0003639943
85.8259620667,0.9169249378,85.8259620667,-0.0003234847,85.8259620667,1.8726512837,85.8259620667,-0.0006165558,85.8259620667,-0.9564424575,85.8259620667,-0.0000126564
86.0156140327,0.9169369204,86.0156140327,-0.0005328870,86.0156140327,1.8719596475,86.0156140327,-0.0001992776,86.0156140327,-0.9564541496,86.0156140327,-0.0005202722
86.2188639641,0.9167210756,86.2188639641,-0.0008276383,86.2188639641,1.8714862297,86.2188639641,-0.0008154884,86.2188639641,-0.9562380275,86.2188639641,-0.0008093669
